IDpole	OccurDate	Payment	IDclaim	Guarantee
90160011.100a	37665	83	9260	Other
90112488.101a	37890	229	209306	Windscreen
90163367.100c	38098	471	1204250	TPL
90169225.100a	38204	54	1205029	Windscreen
90156444.101a	37706	99	10414	Windscreen
90132653.101a	37940	153	207442	Windscreen
90164457.100b	37890	1389	204734	TPL
90131694.100b	38285	116	205188	Windscreen
90180931.100c	38175	545	9333	TPL
90127080.101a	38350	1611	208129	Damage
90103596.10c	37873	267	204548	Windscreen
90166346.100a	38169	1028	1202519	TPL
90131283.101a	38053	484	1206724	Windscreen
81148866.100a	38115	326	1203929	Windscreen
90173104.100a	38121	438	1203279	TPL
90128799.100a	37801	2970	201062	TPL
90149920.100b	37872	56	204031	TPL
90108255.101b	37862	1631	207154	TPL
90156582.100a	38251	271	1203709	Windscreen
90160281.100e	37802	4401	201064	Damage
90154613.100a	38017	366	1208104	TPL
90156973.100a	37633	2667	7264	TPL
90188304.100a	38192	196	202842	TPL
90148958.101a	37641	1053	7933	TPL
90156682.102a	37712	337	10444	TPL
90174119.100a	38167	372	1201314	TPL
90134473.100a	37741	1153	12231	Damage
90135070.100b	37759	1121	12980	TPL
90145712.100a	38023	90	1208362	Other
90169992.100a	37759	881	12678	TPL
90124780.100a	38274	1448	10769	TPL
90144813.100a	38126	493	1203044	TPL
90162659.100a	38109	248	1204169	Windscreen
90159485.100b	38331	68	12460	TPL
90108241.101a	37660	1676	8301	TPL
90153147.101a	38146	915	1201997	TPL
90133683.100a	37676	437	9563	Windscreen
90154998.100a	38185	504	10911	TPL
20100219.10a	37685	295	9598	Theft
90146767.100a	37677	99	9410	Windscreen
90147516.100a	37815	2858	201596	TPL
90154181.100a	37812	417	201553	Windscreen
90157514.100a	37793	86	200850	Windscreen
90184070.100b	38133	256	1202961	TPL
90171166.100b	37760	1783	12792	TPL
60100036.10b	37763	3710	12871	Damage
90153147.101a	37828	897	201997	TPL
90183943.101a	37833	330	203319	Windscreen
90132523.100a	38255	897	202021	TPL
90106228.101a	38004	2372	1208639	TPL
90164493.100a	37720	746	10861	TPL
90138155.101a	37746	441	12641	Windscreen
90158244.101a	38251	299	210579	Windscreen
90140556.100c	37710	1425	10310	TPL
90154096.100a	38163	505	1201392	TPL
90148360.100a	37804	74	201377	TPL
90108398.101a	38274	607	9805	TPL
90140647.101a	38227	747	8580	Damage
90167701.100a	38287	3049	208370	TPL
90118748.101c	38182	45	1201834	Windscreen
40200015.101b	38085	268	1204902	Windscreen
1003440.100a	38096	1490	1204190	TPL
90146009.100a	38293	84	208351	Windscreen
90167903.101a	38151	915	1202379	TPL
90112260.101a	37921	269	206221	TPL
90146103.100a	37761	21	12882	Damage
90149513.100a	38079	816	1205511	TPL
90145315.100a	38235	7005	207151	TPL
90157777.100b	37835	274	202754	TPL
90192944.100c	38213	1830	1204788	TPL
90185908.100c	38079	993	1205044	Damage
90103709.10a	38146	375	1202081	Windscreen
90132130.100a	37823	116	202765	Windscreen
90108572.101b	37834	0	202572	TPL
90166153.100a	37680	249	9693	TPL
90149781.101a	38200	425	10321	TPL
90160869.101a	37727	91	10933	TPL
90151164.100b	37709	524	10286	Theft
90188058.100a	37771	551	13208	TPL
90168497.100b	37902	5366	205887	Damage
90151664.101a	38215	195	10943	Windscreen
90182234.100a	38184	2998	202493	TPL
90188191.100b	38058	117	1206068	TPL
90140620.100a	38235	139	207099	TPL
90154080.100b	37843	619	203022	TPL
90169773.100b	37697	804	9824	Theft
90133818.100a	37642	105	7873	Windscreen
90146580.100a	37817	446	201853	TPL
90164851.100a	37982	234	210027	Windscreen
90152946.100b	38234	1715	1207814	TPL
60100124.100a	38118	197	1203431	Windscreen
90159320.100b	37710	167	10152	TPL
90111318.102a	38011	715	1209217	Damage
90154900.101a	37978	148	209287	Windscreen
90104142.10a	37869	101	203672	Theft
90113968.101a	37720	1121	10893	TPL
90151435.100b	37666	561	8603	TPL
90153449.100c	37860	54	203432	TPL
90133029.102a	38338	187	205397	TPL
90114452.101b	37726	1798	11307	TPL
90134866.101a	37881	1313	204248	TPL
90131993.100b	37743	799	13578	Damage
90128880.101b	38052	365	1207722	Windscreen
80100008.102a	38126	2758	1202921	Other
90175828.101a	38058	0	1206145	Damage
90191967.101a	38075	915	1205120	TPL
90153782.100a	37920	1378	206125	Damage
90176399.101a	38029	614	1207758	Windscreen
90100955.10a	38089	190	1204514	Windscreen
90170771.100a	38236	104	204149	Windscreen
90108858.102b	38181	248	1207194	Windscreen
90146962.100a	38023	474	1208383	Damage
90187312.100a	37941	0	207145	TPL
90149198.100a	38037	224	1207002	Windscreen
90158813.100a	38300	366	9942	Windscreen
90107991.101a	37803	792	201009	Theft
90169056.100a	38140	0	1202461	Other
90134478.101a	37900	388	205270	TPL
90168189.100a	38224	87	205709	Windscreen
90153449.100c	38114	55	1203432	TPL
90132770.100a	37683	897	9323	TPL
90165788.100b	37892	416	204861	TPL
90174004.100c	38052	304	1206314	Windscreen
1000472.100a	37753	5324	12336	TPL
90157004.100a	38081	80	1204834	TPL
90182416.100a	37910	957	205794	TPL
90159718.100b	38328	307	11016	Windscreen
90168286.100b	38134	626	1202718	Damage
90134005.100a	37842	1082	202865	TPL
90167237.100b	37819	24	202076	TPL
90170273.100a	37634	90	7511	Windscreen
90154024.101a	37696	1250	9698	TPL
90113531.101a	38234	273	11562	Windscreen
90108881.100a	37950	44	207805	TPL
90178807.100a	38083	284	1204831	TPL
90134450.100a	37903	16412	205357	TPL
90105206.101a	37947	71	207694	TPL
90154781.100b	38174	65	1201939	Fire
90133453.101b	37675	119	9204	Windscreen
90170849.100b	37798	246	201118	Windscreen
90117954.102a	38329	685	8300	Other
90134248.100a	38095	209	1204247	Windscreen
90122963.101b	37928	897	206705	TPL
90107138.100a	37963	266	208699	Windscreen
90144728.100a	37919	217	206689	Windscreen
90172791.100a	38323	122	201777	Windscreen
90127502.101a	37671	141	8619	Damage
90160632.100a	37888	42	204655	TPL
90119665.101a	37707	148	11475	Windscreen
90127789.101a	38154	657	1201771	TPL
90166569.100a	37698	0	9954	Fire
90147723.100a	38108	630	1203856	TPL
90109134.10a	37851	94	203839	Windscreen
90153314.100a	38170	119	13756	Windscreen
80100017.10a	38150	308	1201795	Windscreen
90168705.100a	37881	353	204524	Windscreen
90154910.101a	37681	882	9196	TPL
90187380.100a	37932	897	206710	TPL
10100005.100a	38038	309	1206965	TPL
50398210.100a	38114	1060	1203418	TPL
90130931.100a	37841	0	203104	Windscreen
1003807.101a	37714	1380	10417	TPL
90105743.10b	37954	1855	207924	TPL
80200009.101c	37905	21	205581	TPL
90159678.100b	38215	75	11590	Windscreen
90124686.100c	38240	1731	1205226	Theft
90128774.100a	38253	897	201742	TPL
90149116.101b	37672	3602	8965	Damage
90163057.100a	38103	349	1204379	Windscreen
90118054.101a	38302	159	12363	Windscreen
90166862.100b	37770	233	13086	TPL
90149567.100c	37762	78	12740	TPL
90113770.102a	38109	344	1204048	Windscreen
90147771.100a	38145	544	1203096	Windscreen
90110421.101a	38103	268	1204013	Damage
90147791.100c	37938	897	206992	TPL
90132439.100a	38329	897	12316	TPL
90166811.100b	37761	10	12845	TPL
1009295.100a	37919	559	206075	Windscreen
90100754.10a	38200	180	200088	Windscreen
90133885.100a	38265	118	203053	Windscreen
90141268.100a	38195	88	208293	Windscreen
80200157.10a	38098	915	1204118	TPL
90110136.102a	38180	897	13028	TPL
90185347.100a	37720	1121	10613	TPL
90103229.100c	37930	3438	206663	Damage
90148776.102c	38021	4467	1207939	Damage
90189823.100a	37894	897	205634	TPL
90151659.100a	38225	1095	8044	Fire
90133109.100b	37952	1177	207975	TPL
90117976.101b	37710	1585	10322	Damage
90135357.101b	37865	1389	203554	TPL
90190216.100a	37673	5090	9596	Theft
90145427.100a	38191	409	1204170	Windscreen
90152020.100b	38267	515	1208261	TPL
70201218.100a	38187	488	206254	Windscreen
90140096.100a	37835	312	202408	Windscreen
90129189.100a	37914	426	205722	TPL
90109037.101a	37629	412	7255	Windscreen
80200741.101d	37788	911	200488	TPL
90147817.100a	38039	97	1207375	Windscreen
90191118.100a	38180	301	205692	TPL
90128191.101a	38264	369	1203114	Other
90112568.101a	38233	1402	208074	Damage
90154357.100a	37964	166	208695	TPL
1002347.102a	38185	2330	207963	Theft
90105463.10a	37912	619	206172	Theft
90122248.101a	37633	897	7320	TPL
90131508.100a	37665	525	8718	Other
90180064.100a	37685	1985	9451	TPL
90194713.100a	37659	583	8552	Theft
90192857.100a	38050	1444	1206459	Damage
90159294.100a	37650	479	8195	Theft
90157999.100a	37736	1483	11815	Theft
90177840.101a	37644	897	8986	TPL
90106843.10c	37761	0	12841	TPL
90105929.102a	37955	173	208923	Windscreen
90158846.101a	38098	104	1204249	TPL
1005092.100a	38022	121	1207715	Windscreen
90154904.102a	37875	897	209342	TPL
90156321.100b	38340	1457	9107	Damage
90128653.101b	38306	6795	202389	TPL
90134929.101a	38021	1430	1207870	Damage
90153970.100b	38132	220	1203401	Windscreen
90150958.100a	38307	412	7562	Damage
90189991.100a	38139	72	1202660	TPL
90167338.100a	37762	635	12961	TPL
90127107.102a	37656	897	9502	TPL
90156262.100b	37760	2452	13268	TPL
90134154.101b	38346	88	7906	Damage
90152826.100a	38301	57	1209493	TPL
90110896.101a	38129	765	1202743	TPL
90188005.100a	38022	157	1208630	TPL
1003291.100c	37796	20620	200871	TPL
90149951.100a	37955	310	208145	Windscreen
90155997.100a	38316	2888	1205406	Theft
10100157.101b	37787	59	200359	TPL
90130925.100a	38001	915	1209076	TPL
90155625.100b	37858	1962	203685	Fire
90134916.101a	37702	87	9969	TPL
90158065.100a	37861	562	203676	TPL
90105225.102a	37654	1217	7972	TPL
90107930.10b	38271	897	202273	TPL
90144759.102a	38091	915	1204619	TPL
90194534.100a	37958	95	208334	Windscreen
90170313.100a	38078	6316	1205203	TPL
90154024.101a	38185	31634	1202123	TPL
90129561.101b	37640	580	7286	Windscreen
90165240.100a	38075	256	1207321	Windscreen
90132946.100a	38337	616	1204537	Windscreen
90154201.100a	38335	138	1202747	Windscreen
90104142.10a	37949	5254	207692	Theft
90194850.100a	37932	5099	206841	TPL
90172880.100a	38180	312	1202112	Windscreen
90166862.100b	37719	611	10673	TPL
90133967.100a	38301	173	11826	Windscreen
60100041.10a	37761	897	12662	TPL
90134916.100a	37663	81	8672	Damage
90178240.100a	38260	18916	205404	Damage
90129675.101b	37652	4903	10005	TPL
90148438.100c	37858	1799	204067	TPL
90194022.100b	37631	178	7228	TPL
90156481.100a	37719	2725	11628	TPL
90158431.100a	38289	600	7233	Other
90177827.100a	37760	7827	12617	Theft
90133875.100b	38167	71	1201620	Windscreen
90180851.100a	37873	638	203974	TPL
90138517.100a	38282	218	1205717	Windscreen
90154817.100b	38306	1386	1204405	TPL
90153399.100b	38086	458	1207061	TPL
90121561.101a	37930	991	206988	TPL
90151876.100a	38318	1121	12756	TPL
90133076.100a	37759	245	12663	TPL
90154562.100a	37840	310	202626	Windscreen
90134055.100b	38128	610	1203395	Windscreen
90175856.100a	37899	265	205656	TPL
90134365.100a	38319	498	201572	Damage
90138219.100a	38296	7443	9718	Theft
90146200.100a	37834	143	204621	Windscreen
90157019.100a	38252	398	200631	Windscreen
90181834.100a	37888	296	204930	TPL
90137619.100a	37686	3397	9541	TPL
90186213.100a	37727	276	11221	Windscreen
90157842.100a	38338	376	8680	TPL
90164518.100a	37819	87	202799	Windscreen
90171816.100a	37864	317	203868	TPL
90108813.101a	38095	297	1204889	Windscreen
90128700.102a	37857	284	203252	Windscreen
90150436.100a	38285	0	202825	Other
90181146.100a	37815	61	201723	Windscreen
90169939.100b	38079	707	1205106	TPL
90168497.100a	38072	5473	1205887	Damage
90152392.102a	38239	552	201613	Damage
90100757.10a	38157	1288	1201565	Damage
1005075.100b	37812	283	201503	Windscreen
80200034.10a	38018	2144	1208472	TPL
90194235.100a	38119	319	1204095	Windscreen
90139486.100c	37931	304	206858	TPL
1005320.100a	37840	897	202476	TPL
90181845.100b	37995	447	1210029	Windscreen
90147970.100a	38111	5201	1204308	TPL
90189147.100a	38195	1830	1208175	TPL
90116848.101b	37645	144	8296	TPL
90147878.100a	38142	226	1202810	Windscreen
90120549.101b	38302	1985	205157	TPL
90157804.100a	38028	1430	1207994	Damage
90144485.100a	38277	603	203250	TPL
90133005.100a	37830	143	202167	TPL
90173070.100a	37709	1385	10247	Damage
90145153.100a	37995	115	1209224	Windscreen
80100281.100b	37664	179	9048	Windscreen
80200772.101a	38021	1342	1207546	Theft
80100062.10a	37824	203	202203	Windscreen
90128363.101a	37772	8793	13081	TPL
90156968.100b	38350	2574	1205046	TPL
90164454.100a	37688	214	9945	Windscreen
90131540.100a	37654	301	8066	Windscreen
90145235.100a	37677	149	9879	Windscreen
90128074.100c	37782	3158	200187	TPL
90153670.100a	37632	729	8209	Windscreen
90145773.100a	37996	280	1209512	Windscreen
90131733.100a	37944	229	208527	Windscreen
90168279.100a	38115	269	1203661	TPL
90144888.100a	37709	1138	10947	TPL
90160037.100b	38036	572	1207075	Windscreen
1002832.100a	38007	54	1209289	Windscreen
90155215.100a	38308	1794	209431	TPL
90121952.101b	37644	277	8232	Windscreen
90130885.101a	38175	8154	204002	TPL
90144360.100b	37710	210	11759	Windscreen
90144923.101a	38208	323	1209922	Windscreen
90149285.100a	37758	278	12724	Windscreen
1011449.100a	37775	2798	200124	TPL
90141454.101a	37697	199	11431	Windscreen
80100013.100a	37947	5399	207499	TPL
20.102a	37953	687	207718	Theft
90146333.100b	37716	198	11487	Windscreen
90161538.101a	38232	122	1208678	Windscreen
90148994.100b	38350	255	1205775	TPL
90150406.100a	38179	1693	203991	Damage
10100140.103a	38303	1121	11717	TPL
90128706.100a	38055	11431	1206946	TPL
90144783.100a	37734	123	12013	TPL
90103758.10d	38262	2732	11013	TPL
90132156.100a	37911	165	206013	Windscreen
20200251.10a	37639	267	8446	Damage
90151386.100a	38328	0	202824	Damage
90169847.100a	37847	126	202952	Windscreen
90169083.100b	38190	816	1205494	Windscreen
1003140.101b	37695	1332	10013	TPL
90127514.101a	38036	597	1207058	TPL
90184932.100b	38253	494	203958	Theft
90134075.100b	37796	153	200976	TPL
90151712.100b	37979	2088	209797	TPL
90117168.101a	37818	100	202055	Windscreen
90194448.100a	38051	90	1206642	Other
90152347.100a	37758	39	12562	TPL
90172778.100b	38138	3486	1202279	TPL
90130872.100b	37998	515	1209181	TPL
90176168.100a	37892	0	205673	TPL
1005624.101a	38001	515	1208906	TPL
90111771.100a	38333	449	8286	TPL
90132650.100a	37779	873	200152	TPL
90110448.101b	38044	915	1206775	TPL
80200136.102c	38114	1516	1203449	TPL
90167784.100b	37644	1664	7836	Damage
90127195.102a	38266	345	202900	TPL
90157995.100c	38331	231	13539	Windscreen
90151973.100a	37724	600	10824	TPL
90163001.100a	38087	636	1204724	TPL
90156460.100a	37948	586	207802	Theft
90153226.100a	38233	1832	203316	Theft
80100135.10b	37630	148	7651	Windscreen
90170308.101a	38301	295	1205857	Windscreen
90151754.100a	38302	60	207212	TPL
1001456.100a	37696	189	11443	Windscreen
1005776.100a	38343	816	1205350	Windscreen
90184101.100a	37733	380	11504	Windscreen
90116365.101a	38176	57	1208659	TPL
90135215.101b	38253	119	201912	Windscreen
90151171.100a	38305	436	203582	Windscreen
90193882.100b	37658	414	8198	Windscreen
90186013.100a	38004	244	1209277	Windscreen
90104171.10a	38282	897	7298	TPL
90194873.100a	37703	152	10192	Damage
90104480.101a	37885	159	205566	Windscreen
90163220.101a	38245	332	8454	Windscreen
10100165.103c	37927	1401	209482	TPL
90105334.10a	37769	601	13217	TPL
90135219.100a	37873	123	204617	Windscreen
90151990.100a	37997	355	1209045	Windscreen
90126363.100a	38262	915	1204490	TPL
90170092.100b	38316	89	205303	Windscreen
90180489.100a	38260	368	10735	Windscreen
90100057.10b	38300	280	11244	Windscreen
90186897.100d	37683	263	9220	TPL
90146001.100a	38310	214	205421	Windscreen
90113074.101a	38321	318	204783	Windscreen
90132420.100a	37625	1745	7089	Theft
90146333.100b	38113	366	1203374	Theft
90156142.100a	38192	0	206592	TPL
90129378.100b	38145	101	1202387	Fire
90167798.100a	37687	6681	9332	Damage
90148572.100a	37654	1153	8316	Damage
90130983.100a	37698	1181	9998	TPL
90173863.101a	37807	2408	201091	TPL
90149868.100a	37726	213	11257	Windscreen
90145919.100a	38281	5091	10393	Damage
90175758.100d	38122	264	1203409	Windscreen
90118265.101b	37663	1121	12586	TPL
90135217.100a	38052	1010	1206336	TPL
90133967.100a	37835	292	202504	Windscreen
90180344.100c	38083	69	1204759	TPL
90146535.100a	37950	154	208022	TPL
90165017.100a	38065	444	1206342	Windscreen
90152594.102a	37936	0	206943	TPL
90151353.103a	37737	23	11739	TPL
90145812.100a	38089	805	1204974	Windscreen
90112238.101b	38321	0	209348	TPL
90165946.100a	37666	379	8616	Windscreen
90140056.101b	38271	136	8948	Windscreen
90131676.100a	38224	291	207707	Windscreen
90128584.100a	38300	45	1206358	Windscreen
90134568.100c	38051	382	1206680	Windscreen
90193906.101a	37773	175	13316	Windscreen
90146849.101a	37843	230	203394	Windscreen
90193934.100b	38264	0	200230	Windscreen
90170392.100a	37724	721	10785	TPL
90125996.100a	38085	2360	1204748	TPL
90128124.101a	38073	451	1205192	TPL
90132870.100e	38053	715	1206453	TPL
90113345.101a	37867	402	204576	Windscreen
90128709.101a	38162	67	1201393	TPL
90178134.100a	38156	101	1201708	TPL
90152252.100a	37874	226	204108	Windscreen
90157870.101a	38294	93	201205	Windscreen
70200066.101a	37961	76	208739	Windscreen
90124660.101b	37655	337	8029	Windscreen
90151277.100a	37694	2580	9695	Damage
90134929.101a	38119	548	1203240	Damage
90149817.100b	37650	1630	7904	Other
90133457.100b	38313	491	1209523	TPL
90126960.100a	37851	80	203620	Windscreen
90109677.101a	37629	62	7686	Windscreen
90151024.100a	37713	897	11883	TPL
90119186.101a	37707	2576	10300	TPL
90156544.101b	38121	2039	1203368	TPL
90150968.101a	37772	897	13119	TPL
90105442.102b	38051	199	1206352	TPL
90108687.100a	38297	608	11847	TPL
90146621.100a	38015	157	1208032	TPL
90167778.100b	38012	42	1208705	Windscreen
90108016.101a	37867	273	203864	Windscreen
90127195.100a	38245	1121	11537	TPL
90112275.101a	37629	368	7665	Windscreen
90125552.101a	37723	0	12600	TPL
90168149.100a	37976	1226	209060	Damage
90144517.100a	38019	293	1208611	Windscreen
90180683.100a	37816	651	201566	TPL
90176230.100b	37883	16460	204426	TPL
70200081.101b	38175	247	1208987	Windscreen
90147376.100a	38264	413	201198	TPL
90109134.10a	37874	897	204123	TPL
90144630.100a	38264	1175	1203416	TPL
70200508.10a	38181	211	203218	Windscreen
90105840.10a	37943	897	207486	TPL
90160009.101a	37731	897	11541	TPL
90150689.100a	38301	4504	201012	Fire
90148182.100c	37961	341	208733	Windscreen
90132198.101a	38150	269	1203039	Windscreen
90131159.100a	38226	159	7194	Windscreen
90180459.101a	38108	288	1204607	Windscreen
70200102.10b	37972	263	209524	Windscreen
90109478.100a	38139	0	1202477	Other
90104983.102a	38196	81	201105	TPL
90160358.100a	38048	915	1206840	TPL
90134102.100a	38274	720	1201455	TPL
20100157.101a	37810	1464	201369	TPL
90167749.100a	37889	257	205390	Theft
90127365.100c	38268	701	206021	Theft
40201474.10a	38183	364	202946	TPL
90194416.101a	37776	1704	204980	TPL
90167694.100a	38183	695	13274	Damage
90127517.101b	37672	2064	9252	Windscreen
90148476.100a	38124	193	1202965	TPL
90155848.100b	38322	652	204397	TPL
90104501.101a	38337	7599	209476	TPL
90146724.100a	37744	1843	11744	TPL
90156071.100a	38183	876	206298	Damage
90140620.100a	38198	1121	13711	TPL
90149023.100a	37950	336	207953	TPL
90173902.100a	38184	4903	207221	TPL
90170782.100c	37671	45	8698	Windscreen
90105929.102a	38018	177	1208923	Windscreen
70204218.101b	38350	511	1206715	Windscreen
90128590.101a	38264	64	1204543	Damage
90149279.101a	37880	662	204194	TPL
30100027.10a	38317	514	8585	Windscreen
90193814.100a	37662	299	9990	Windscreen
90146085.100a	38185	969	204940	Fire
90193154.100b	37901	651	205083	TPL
90178107.100a	37926	439	206686	TPL
90159323.100b	38124	336	1203668	Windscreen
90116450.101a	38223	272	1208096	Windscreen
1005058.100a	37798	117	201024	Windscreen
